Awards,Credits,Job,Name,Noms,Wins
2 win,112.0,Actress,Vijayshanti,0,2
"nominated 1 oscar, another 5 win & 2 nomination",118.0,Actress,"Tess Harper
(I)",3,5
3 nomination,49.0,Actor,"James Buckley
(II)",3,0
7 win & 16 nomination,81.0,Actor,"Nate Parker
(I)",16,7
1 win & 1 nomination,40.0,Actor,Deon Richmond,1,1
1 nomination,106.0,Actor,"Vincent Regan
(I)",1,0
1 win & 4 nomination,202.0,Actor,Jonathan Frakes,4,1
5 nomination,97.0,Actor,Jon Tenney,5,0
1 win,87.0,Actor,"Shawn Roberts
(II)",0,1
none,29.0,Actor,"David Belle
(I)",0,0
1 nomination,71.0,Actor,Tsuyoshi Ihara,1,0
none,128.0,Actor,"Ross Hagen
(1938–2011)",0,0
"won 1 primetime emmy, another 5 win & 31 nomination",91.0,Actor,"Kyle Chandler
(I)",31,6
1 win & 6 nomination,126.0,Actress,"Nicole Eggert
(I)",6,1
2 nomination,38.0,Actress,Bérénice Marlohe,2,0
1 win & 5 nomination,37.0,Actor,Justin Whalin,5,1
1 win & 3 nomination,84.0,Actress,Caroline Goodall,3,1
1 nomination,48.0,Actress,"Brittany Curran
(I)",1,0
5 win & 4 nomination,64.0,Actor,Lior Ashkenazi,4,5
1 win & 2 nomination,76.0,Actress,Géraldine Pailhas,2,1
"nominated 3 primetime emmys, another 9 win & 10 nomination",153.0,Actor,"Dylan Baker
(I)",13,9
2 win & 3 nomination,139.0,Actor,"Jesse Moss
(II)",3,2
1 win & 2 nomination,53.0,Actor,"Nicholas Braun
(I)",2,1
3 win,212.0,Actor,Steven Berkoff,0,3
"nominated 6 golden globes, another 6 win & 24 nomination",209.0,Actor,Eric McCormack,30,6
1 win,29.0,Miscellaneous Crew,Jayne Hamil,0,1
none,183.0,Actor,"Rajan P. Dev
(1954–2009)",0,0
27 win & 24 nomination,48.0,Actress,Giovanna Mezzogiorno,24,27
3 win & 13 nomination,71.0,Actress,Emily VanCamp,13,3
3 win & 11 nomination,69.0,Actor,François Damiens,11,3
2 nomination,36.0,Actor,Craig Chester,2,0
2 win & 5 nomination,281.0,Actor,Jay Brazeau,5,2
5 win & 3 nomination,99.0,Actor,Jacques Nolot,3,5
none,80.0,Actress,Kate Hodge,0,0
1 win & 4 nomination,34.0,Actor,Sharman Joshi,4,1
nominated 1 golden globe,118.0,Actor,"Lane Smith
(I)
(1936–2005)",1,0
6 nomination,70.0,Actor,Doug E. Doug,6,0
none,41.0,Actor,"Paul Iacono
(I)",0,0
2 win,73.0,Actress,"Asami
(II)",0,2
1 nomination,97.0,Actress,"Amy Lindsay
(I)",1,0
none,280.0,Actor,"Jagadish
(I)",0,0
8 win & 6 nomination,96.0,Actor,Masatoshi Nagase,6,8
2 nomination,64.0,Actor,Fernando Ramallo,2,0
4 win & 5 nomination,53.0,Actor,"Christopher Denham
(II)",5,4
5 win,301.0,Actor,Pierre Arditi,0,5
none,110.0,Actress,Michie Tomizawa,0,0
"nominated 1 golden globe, another 11 win & 49 nomination",63.0,Actor,Michael Stuhlbarg,50,11
1 win & 2 nomination,157.0,Actor,Bill Engvall,2,1
"nominated 5 primetime emmys, another 7 win & 15 nomination",208.0,Actor,"Jonathan Banks
(I)",20,7
"nominated 1 primetime emmy, another 1 nomination",83.0,Actor,"John Stockwell
(I)",2,0
11 win & 39 nomination,438.0,Soundtrack,Usher Raymond,39,11
"won 2 primetime emmys, another 1 win & 12 nomination",161.0,Actress,Bebe Neuwirth,12,3
1 nomination,9.0,Actor,Josh Wiggins,1,0
1 win & 4 nomination,192.0,Actress,"Frances Fisher
(I)",4,1
1 win & 1 nomination,44.0,Actor,Mark Polish,1,1
3 win & 6 nomination,66.0,Actor,"Zachary Gordon
(I)",6,3
2 win & 4 nomination,99.0,Actress,Amira Casar,4,2
1 nomination,48.0,Actor,Samuel Fröler,1,0
7 win & 6 nomination,30.0,Actress,"Asin
(I)",6,7
2 nomination,54.0,Actress,"Joanne Kelly
(II)",2,0
none,10092.0,Actor,Kôji Tsujitani,0,0
2 win & 8 nomination,45.0,Actor,"Jing Wu
(V)",8,2
"nominated 1 oscar, another 4 win & 9 nomination",210.0,Actress,"Carol Kane
(I)",10,4
"won 1 primetime emmy, another 3 win & 2 nomination",75.0,Actress,Blanche Baker,2,4
1 nomination,54.0,Actor,"James Marshall
(I)",1,0
2 win & 14 nomination,161.0,Actor,Donald Faison,14,2
2 win & 1 nomination,236.0,Actor,Jean-François Stévenin,1,2
2 win & 2 nomination,36.0,Actor,Nick Eversman,2,2
3 win & 3 nomination,87.0,Actress,Lynette Curran,3,3
9 win & 30 nomination,188.0,Actress,Mae Whitman,30,9
"nominated 1 oscar, another 9 win & 21 nomination",507.0,Actor,"Michael McKean
(I)",22,9
1 win & 10 nomination,119.0,Actress,Roselyn Sanchez,10,1
3 win & 3 nomination,66.0,Actor,Steven Yeun,3,3
"won 1 golden globe, another 5 win & 8 nomination",207.0,Actress,"Joanna Cassidy
(I)",8,6
"nominated 1 golden globe, another 4 win & 7 nomination",150.0,Actress,Nicollette Sheridan,8,4
none,158.0,Actor,"Terry Kiser
(I)",0,0
none,501.0,Actor,Birbal,0,0
2 win & 6 nomination,103.0,Actor,Henry Czerny,6,2
1 nomination,34.0,Actor,"Tom Hughes
(XVIII)",1,0
7 win & 9 nomination,25.0,Actress,Hyo-Joo Han,9,7
2 win,75.0,Actor,James Ransone,0,2
4 win & 1 nomination,174.0,Actor,"Steven Mackintosh
(I)",1,4
none,39.0,Actress,Rochelle Swanson,0,0
1 nomination,89.0,Actor,Jeff Wincott,1,0
32 win & 34 nomination,76.0,Actress,"Wei Zhao
(I)",34,32
none,63.0,Actress,"Vanessa Angel
(I)",0,0
1 win & 1 nomination,93.0,Actress,"Ayumi Itô
(I)",1,1
"won 1 golden globe, another 3 win & 21 nomination",66.0,Actress,Claire Foy,21,4
8 win,62.0,Actress,"Ko Shibasaki
(I)",0,8
"won 1 primetime emmy, another 5 win & 10 nomination",159.0,Writer,"Dave Chappelle
(I)",10,6
4 win & 12 nomination,94.0,Actor,"Mikael Persbrandt
(I)",12,4
3 win & 2 nomination,23.0,Actor,Robert Capron,2,3
1 win & 2 nomination,64.0,Actress,Elisabeth Harnois,2,1
none,89.0,Actor,Goundamani,0,0
1 win & 7 nomination,83.0,Actor,"Matthew Lawrence
(I)",7,1
8 win & 11 nomination,53.0,Writer,Marina de Van,11,8
1 win & 3 nomination,69.0,Actress,Laurie Holden,3,1
1 win & 5 nomination,46.0,Actor,"Charlie Cox
(I)",5,1
4 win,72.0,Actor,"Sarath Kumar
(I)",0,4
7 win & 11 nomination,78.0,Actress,Kate Dickie,11,7
7 win & 3 nomination,34.0,Actor,Pål Sverre Hagen,3,7
3 win & 5 nomination,52.0,Actor,Spencer Breslin,5,3
1 nomination,75.0,Actress,Yuriko Ishida,1,0
1 win & 1 nomination,25.0,Actress,Belçim Bilgin,1,1
9 win & 11 nomination,71.0,Actor,"Claudio Santamaria
(I)",11,9
3 win & 4 nomination,50.0,Actor,Jeremy Sumpter,4,3
31 win & 15 nomination,24.0,Actress,Do-yeon Jeon,15,31
"won 1 primetime emmy, another 8 win & 19 nomination",273.0,Actor,"Christopher Guest
(I)",19,9
2 nomination,73.0,Actress,Laura Vandervoort,2,0
none,37.0,Actor,Bret Harrison,0,0
4 win & 8 nomination,111.0,Actor,"Stephen Moyer
(I)",8,4
"nominated 1 primetime emmy, another 1 win & 3 nomination",315.0,Actor,"Donald Pleasence
(1919–1995)",4,1
none,26.0,Actress,Jessica De Gouw,0,0
1 win,106.0,Actress,Bhanupriya,0,1
"nominated 1 bafta film award, another 2 win & 4 nomination",132.0,Actor,"Gary Lewis
(III)",5,2
5 win & 3 nomination,153.0,Actor,James Van Der Beek,3,5
8 nomination,46.0,Actress,Maeve Dermody,8,0
none,85.0,Actor,"Adrian Paul
(I)",0,0
1 win & 5 nomination,113.0,Actor,"Ben Cross
(I)",5,1
2 win & 4 nomination,93.0,Actress,Manuela Velasco,4,2
8 nomination,,,Eve,8,0
"won 1 oscar, another 2 win & 14 nomination",181.0,Actress,Marlee Matlin,14,3
2 nomination,91.0,Actor,Ray Lui,2,0
none,42.0,Actress,"Laura Allen
(II)",0,0
1 win,108.0,Actress,Erin Cahill,0,1
1 win & 2 nomination,132.0,Actress,Rosalind Chao,2,1
1 nomination,53.0,Actress,Kathryn Erbe,1,0
2 win,58.0,Actor,Fabrizio Rongione,0,2
10 win & 13 nomination,112.0,Actress,Emmanuelle Devos,13,10
8 win & 16 nomination,127.0,Actress,Ariel Winter,16,8
8 win & 9 nomination,213.0,Actress,Kathy Najimy,9,8
3 win & 3 nomination,149.0,Actor,Michel Boujenah,3,3
6 win & 8 nomination,70.0,Actor,Ryan Merriman,8,6
7 win & 5 nomination,78.0,Actress,"Susan Lynch
(I)",5,7
none,53.0,Actress,America Olivo,0,0
1 win & 4 nomination,191.0,Actor,"Harland Williams
(I)",4,1
1 win,112.0,Actor,Stéphane Freiss,0,1
3 win & 2 nomination,71.0,Actor,Fran Kranz,2,3
3 win & 8 nomination,143.0,Actor,Guillermo Toledo,8,3
5 win & 16 nomination,78.0,Actor,Aaron Kwok,16,5
11 win & 9 nomination,75.0,Actress,Lena Endre,9,11
15 win & 3 nomination,129.0,Actress,Mitsuko Baishô,3,15
2 win & 2 nomination,72.0,Actress,Jordan Ladd,2,2
none,63.0,Producer,"Terry Stone
(IV)",0,0
7 win & 5 nomination,51.0,Actress,Kuei-Mei Yang,5,7
4 win & 5 nomination,50.0,Actor,Fares Fares,5,4
6 win & 1 nomination,155.0,Actor,"Shammi Kapoor
(1931–2011)",1,6
"nominated 1 golden globe, another 3 nomination",62.0,Actor,"Ben Shenkman
(II)",4,0
none,56.0,Actor,Matt Shively,0,0
15 win & 29 nomination,23.0,Actress,"Wei Tang
(I)",29,15
none,38.0,Actress,Delia Sheppard,0,0
4 win & 8 nomination,93.0,Actress,Sabine Azéma,8,4
1 win & 3 nomination,68.0,Actress,MyAnna Buring,3,1
4 win & 11 nomination,18.0,Actor,"Sidharth Malhotra
(I)",11,4
none,9.0,Actor,"N!xau
(1944–2003)",0,0
1 nomination,32.0,Actress,Lauren Ashley Carter,1,0
"nominated 2 oscars, another 50 win & 76 nomination",469.0,Director,Spike Lee,78,50
none,88.0,Actor,"Alex Jennings
(I)",0,0
1 win & 8 nomination,221.0,Actress,Christina Milian,8,1
2 win,37.0,Actor,Jugal Hansraj,0,2
1 win & 3 nomination,53.0,Actor,"Evan Ross
(III)",3,1
1 win & 6 nomination,92.0,Actress,Maggie Q,6,1
3 win & 3 nomination,39.0,Actress,Mahie Gill,3,3
1 win & 9 nomination,91.0,Actor,Adewale Akinnuoye-Agbaje,9,1
"nominated 1 primetime emmy, another 10 nomination",117.0,Actor,Thomas Middleditch,11,0
2 nomination,55.0,Actress,"Rachael Taylor
(II)",2,0
1 win & 2 nomination,65.0,Actress,Zoe Lister-Jones,2,1
none,60.0,Actor,Rick Rossovich,0,0
1 nomination,130.0,Actress,Moushumi Chatterjee,1,0
none,46.0,Actress,Izabella Scorupco,0,0
3 win & 8 nomination,86.0,Actor,"Dylan Sprouse
(I)",8,3
3 win & 3 nomination,45.0,Actress,Rebecca Pidgeon,3,3
"nominated 6 golden globes, another 15 win & 31 nomination",201.0,Producer,"Sean Hayes
(I)",37,15
2 win & 2 nomination,109.0,Actress,Anica Dobra,2,2
1 win & 3 nomination,49.0,Actress,Aimee Teegarden,3,1
2 win,102.0,Actor,Eugene Byrd,0,2
3 win & 1 nomination,153.0,Actor,"James Duval
(I)",1,3
none,65.0,Producer,Jalal Merhi,0,0
none,124.0,Actor,Miyu Irino,0,0
1 nomination,96.0,Actress,Ione Skye,1,0
42 win & 19 nomination,370.0,Actor,"Fernando Fernán Gómez
(1921–2007)",19,42
1 win,40.0,Actor,Eduardo Verástegui,0,1
6 win & 18 nomination,61.0,Actress,Yunjin Kim,18,6
1 win & 1 nomination,18.0,Actor,Sarunyu Wongkrachang,1,1
4 win,39.0,Actress,"Emily Perkins
(I)",0,4
3 win,54.0,Actor,Ezio Greggio,0,3
2 win & 3 nomination,42.0,Actress,Sofia Helin,3,2
7 win & 2 nomination,102.0,Actor,"James Wilby
(I)",2,7
2 win & 1 nomination,121.0,Actor,Nao Ohmori,1,2
13 win & 9 nomination,89.0,Actress,Elvira Mínguez,9,13
none,61.0,Actress,Samaire Armstrong,0,0
2 win & 2 nomination,111.0,Actor,"David Field
(I)",2,2
2 win,40.0,Actor,Seong-kun Mun,0,2
1 win & 3 nomination,183.0,Actor,Kad Merad,3,1
none,406.0,Actor,"Satyendra Kapoor
(–2007)",0,0
5 win & 5 nomination,75.0,Actress,Josefine Preuß,5,5
1 win,32.0,Actor,"Chris Salvatore
(II)",0,1
2 nomination,71.0,Actor,Alexander Siddig,2,0
8 win & 8 nomination,95.0,Actor,Quim Gutiérrez,8,8
6 win & 7 nomination,283.0,Actor,Richard Kind,7,6
2 win & 1 nomination,43.0,Actor,"Aaron Stanford
(I)",1,2
1 win & 13 nomination,130.0,Actor,Peter Outerbridge,13,1
1 win & 3 nomination,240.0,Actor,"Paul Rodriguez
(I)",3,1
5 win & 9 nomination,121.0,Actress,"Isabelle Carré
(I)",9,5
1 win,92.0,Actor,Sean McGinley,0,1
none,61.0,Actress,"Anna Levine
(I)",0,0
2 win & 2 nomination,95.0,Actress,Sinéad Cusack,2,2
34 win & 3 nomination,257.0,Actress,"Claudia Cardinale
(I)",3,34
2 win & 1 nomination,38.0,Actor,Ji-tae Yu,1,2
2 win & 16 nomination,70.0,Actor,Jared Padalecki,16,2
2 win & 9 nomination,72.0,Actor,Josh Radnor,9,2
2 nomination,36.0,Actor,"Jake Abel
(I)",2,0
1 win & 3 nomination,41.0,Actress,Caity Lotz,3,1
none,,,Laila (1984),0,0
9 win & 8 nomination,43.0,Actress,Soledad Villamil,8,9
5 win & 17 nomination,119.0,Actress,Jenny Slate,17,5
1 win & 1 nomination,154.0,Actor,Bob Gunton,1,1
7 win & 8 nomination,227.0,Actress,"Margot Kidder
(1948–2018)",8,7
1 win & 3 nomination,32.0,Actress,"Kelly Lin
(I)",3,1
"nominated 1 golden globe, another 3 win & 4 nomination",106.0,Actor,"Billy Campbell
(VII)",5,3
none,65.0,Actor,"John Laughlin
(I)",0,0
2 win & 5 nomination,24.0,Actress,Alice Englert,5,2
3 win & 4 nomination,123.0,Writer,"Adam Rifkin
(I)",4,3
1 win & 2 nomination,128.0,Actress,Emilia Fox,2,1
1 win,77.0,Actor,"Adam Deacon
(I)",0,1
"won 9 primetime emmys, another 21 win & 62 nomination",297.0,Writer,Stephen Colbert,62,30
2 nomination,69.0,Actor,Claudio Bigagli,2,0
4 nomination,81.0,Actor,"Matt Day
(I)",4,0
5 win & 11 nomination,67.0,Actor,Dal-su Oh,11,5
8 win & 3 nomination,32.0,Actress,"Emma Booth
(II)",3,8
"nominated 1 bafta film award, another 8 win & 3 nomination",149.0,Actor,Jean-Pierre Léaud,4,8
none,33.0,Actress,Blake Pickett,0,0
3 nomination,136.0,Actress,Isabelle Nanty,3,0
none,33.0,Actor,Tom Sturridge,0,0
"won 1 oscar, another 22 win & 30 nomination",390.0,Actor,Mel Brooks,30,23
none,29.0,Actress,Clara Bellar,0,0
2 win & 3 nomination,127.0,Actor,"Paul Guilfoyle
(II)",3,2
none,64.0,Actor,"Bentley Mitchum
(I)",0,0
none,89.0,Actor,Rongguang Yu,0,0
1 win,102.0,Actor,Branislav Lecic,0,1
5 win & 14 nomination,88.0,Actress,Carina Lau,14,5
6 win & 19 nomination,99.0,Actress,Gal Gadot,19,6
2 win & 1 nomination,145.0,Actor,Booboo Stewart,1,2
3 win & 1 nomination,75.0,Actor,"Jocelyn Quivrin
(1979–2009)",1,3
3 win & 4 nomination,30.0,Actor,Roland Møller,4,3
8 win & 8 nomination,148.0,Actor,Jean-Pierre Darroussin,8,8
"won 2 primetime emmys, another 4 win & 18 nomination",396.0,Actress,Sarah Silverman,18,6
3 win,42.0,Actor,Ryan Donowho,0,3
3 win & 2 nomination,85.0,Actress,"Leonor Varela
(I)",2,3
3 nomination,33.0,Actress,Charlie Yeung,3,0
1 nomination,36.0,Actor,Chris Zylka,1,0
none,38.0,Actor,"Adam Campbell
(II)",0,0
"nominated 2 golden globes, another 10 win & 13 nomination",229.0,Actor,Blair Underwood,15,10
none,41.0,Actress,"Amanda Schull
(I)",0,0
1 win & 3 nomination,122.0,Actor,Martin Starr,3,1
4 win & 7 nomination,104.0,Actor,Romany Malco,7,4
4 win & 3 nomination,19.0,Actress,"Yuqi Zhang
(II)",3,4
3 win & 5 nomination,111.0,Actor,"Gary Sweet
(I)",5,3
none,208.0,Actor,Kenneth Cranham,0,0
1 win & 7 nomination,124.0,Actor,"Guillermo Díaz
(I)",7,1
1 win,76.0,Actress,Caterina Murino,0,1
1 win & 3 nomination,164.0,Actress,"Julie Brown
(I)",3,1
7 nomination,62.0,Actor,John Francis Daley,7,0
"nominated 3 golden globes, another 12 win & 22 nomination",137.0,Actor,Noah Wyle,25,12
3 win & 3 nomination,204.0,Actor,Dominique Pinon,3,3
2 nomination,64.0,Actor,"Paul Nicholls
(I)",2,0
nominated 2 golden globes,60.0,Actress,"Barbara Carrera
(I)",2,0
1 win & 2 nomination,35.0,Actor,Aeryk Egan,2,1
none,133.0,Actor,"James Fleet
(I)",0,0
"nominated 1 bafta film award, another 1 win & 2 nomination",179.0,Actor,"Oliver Reed
(I)
(1938–1999)",3,1
1 win & 4 nomination,112.0,Actor,"Leon
(I)",4,1
"nominated 3 primetime emmys, another 1 win & 2 nomination",224.0,Actor,"David Ogden Stiers
(1942–2018)",5,1
1 win & 2 nomination,15.0,Actor,Charlie Heaton,2,1
"won 1 primetime emmy, another 3 win & 24 nomination",183.0,Actor,"Peter Boyle
(I)
(1935–2006)",24,4
none,58.0,Actress,Neelam Kothari,0,0
"won 1 oscar, another 57 win & 29 nomination",80.0,Actor,Mahershala Ali,29,58
"nominated 1 oscar, another 3 win & 1 nomination",112.0,Actor,"Peter Firth
(I)",2,3
nominated 1 primetime emmy,117.0,Actor,"Roger Rees
(1944–2015)",1,0
4 win & 3 nomination,74.0,Actress,Martha Higareda,3,4
"nominated 1 oscar, another 1 win & 12 nomination",208.0,Actress,Lesley Ann Warren,13,1
1 win & 1 nomination,36.0,Actress,"Jacqueline Fernandez
(IV)",1,1
none,23.0,Actress,Shalom Harlow,0,0
none,42.0,Actor,"Julian Morris
(I)",0,0
2 win,28.0,Actor,Blake Jenner,0,2
none,65.0,Actress,"Nathalie Roussel
(I)",0,0
none,41.0,Actor,Lillo Brancato,0,0
2 win & 3 nomination,22.0,Actor,Joseph Ashton,3,2
2 win & 13 nomination,68.0,Actor,"Evan Peters
(I)",13,2
7 win & 10 nomination,300.0,Actor,"Robert Costanzo
(I)",10,7
"nominated 1 golden globe, another 2 win & 10 nomination",502.0,Actor,Ed Begley Jr.,11,2
nominated 1 golden globe,64.0,Actor,Daniel Benzali,1,0
9 nomination,58.0,Actress,Taylor Momsen,9,0
none,40.0,Actor,Zack Pearlman,0,0
2 win & 4 nomination,65.0,Actress,Mía Maestro,4,2
1 win,86.0,Actor,Cory Hardrict,0,1
5 win & 8 nomination,112.0,Actor,Peter Franzén,8,5
3 win & 11 nomination,56.0,Actress,"Adrienne Shelly
(1966–2006)",11,3
none,227.0,Actor,Tim Thomerson,0,0
1 win & 7 nomination,57.0,Actor,Alfie Allen,7,1
1 win & 2 nomination,101.0,Actor,Laurent Lafitte,2,1
19 win & 10 nomination,112.0,Actress,Lola Dueñas,10,19
2 win & 4 nomination,135.0,Actress,Ming-Na Wen,4,2
1 nomination,28.0,Actor,"Sam Reid
(III)",1,0
7 win & 4 nomination,101.0,Actor,Joachim Król,4,7
12 win & 3 nomination,111.0,Actor,Jorge Perugorría,3,12
"nominated 1 golden globe, another 9 win & 10 nomination",137.0,Actress,Eileen Atkins,11,9
none,80.0,Actor,"Andre Rosey Brown
(1956–2006)",0,0
none,153.0,Actor,Andrew Tiernan,0,0
1 win & 1 nomination,47.0,Actress,Eva Amurri Martino,1,1
3 win & 5 nomination,33.0,Actress,Carly Schroeder,5,3
14 win & 24 nomination,484.0,Producer,"Kevin Smith
(I)",24,14
1 win & 3 nomination,44.0,Actor,Johan Widerberg,3,1
3 win & 3 nomination,147.0,Actress,Ricki Lake,3,3
"won 1 primetime emmy, another 2 win & 1 nomination",120.0,Actor,"Chad Lowe
(I)",1,3
1 win,32.0,Actor,Scott Bairstow,0,1
7 win & 7 nomination,135.0,Actress,"María Rojo
(I)",7,7
1 nomination,65.0,Actress,"Joelle Carter
(I)",1,0
1 nomination,95.0,Actress,Helen Slater,1,0
1 win & 16 nomination,88.0,Actress,Jodelle Ferland,16,1
3 win & 8 nomination,117.0,Actor,"Hugo Silva
(III)",8,3
1 win & 1 nomination,36.0,Actress,Kate Maberly,1,1
none,84.0,Actor,Sam Hennings,0,0
3 win & 2 nomination,53.0,Actor,Hilmir Snær Guðnason,2,3
6 win & 7 nomination,61.0,Actress,Takako Matsu,7,6
8 win & 11 nomination,81.0,Writer,"Mike White
(I)",11,8
12 win & 4 nomination,270.0,Actor,Paul Sorvino,4,12
4 win & 2 nomination,45.0,Actress,Demet Akbag,2,4
2 win & 2 nomination,106.0,Actress,"Christine Cavanaugh
(1963–2014)",2,2
1 win & 7 nomination,66.0,Actor,"Jonathan Brandis
(I)
(1976–2003)",7,1
none,61.0,Actor,Hayes MacArthur,0,0
4 nomination,125.0,Actress,Katja Flint,4,0
4 win & 9 nomination,52.0,Actor,Tyler Hoechlin,9,4
10 win & 17 nomination,186.0,Actor,Joel Torre,17,10
1 win,74.0,Actor,"Tapio Hämäläinen
(1922–2008)",0,1
7 nomination,64.0,Actor,Erik von Detten,7,0
"nominated 2 golden globes, another 24 win & 83 nomination",275.0,Writer,Louis C.K.,85,24
none,58.0,Actor,"Rick Dean
(I)
(1952–2006)",0,0
5 win & 1 nomination,75.0,Actor,Randall Batinkoff,1,5
"nominated 1 golden globe, another 4 win & 18 nomination",128.0,Actor,Johnny Galecki,19,4
2 nomination,88.0,Actor,Steve Bastoni,2,0
1 win & 2 nomination,32.0,Actress,Katie Featherston,2,1
none,24.0,Actor,Jeff Speakman,0,0
"nominated 2 golden globes, another 10 win & 11 nomination",285.0,Actor,"Jason Priestley
(I)",13,10
"nominated 1 oscar, another 10 win & 11 nomination",41.0,Actress,Keisha Castle-Hughes,12,10
1 win & 4 nomination,37.0,Actor,"Jason Behr
(I)",4,1
2 win,178.0,Actor,Mark Boone Junior,0,2
2 win & 4 nomination,107.0,Actor,Kar-Ying Law,4,2
none,33.0,Actor,Shane Brolly,0,0
none,25.0,Actress,Tahnee Welch,0,0
2 win & 6 nomination,308.0,Actress,Jane Birkin,6,2
1 win & 1 nomination,55.0,Actor,Sushant Singh,1,1
4 win & 14 nomination,237.0,Soundtrack,Tim McGraw,14,4
4 win & 5 nomination,42.0,Actor,Caleb Landry Jones,5,4
4 win & 4 nomination,112.0,Actress,Alia Shawkat,4,4
1 nomination,109.0,Actor,"Christian Campbell
(I)",1,0
2 nomination,65.0,Actress,Jessica Lowndes,2,0
none,89.0,Actor,Parry Shen,0,0
"nominated 2 oscars, another 20 win & 30 nomination",131.0,Actress,Jacki Weaver,32,20
1 nomination,209.0,Actor,Richard Moll,1,0
23 win & 25 nomination,73.0,Actor,Lázaro Ramos,25,23
none,124.0,Actor,Artie Lange,0,0
1 nomination,55.0,Actor,"Josh Stewart
(II)",1,0
1 nomination,44.0,Actor,Travis Fimmel,1,0
1 win & 1 nomination,49.0,Actress,"Ashley Scott
(II)",1,1
1 win & 6 nomination,53.0,Actress,Isabelle Fuhrman,6,1
none,55.0,Actor,"Daniel London
(III)",0,0
4 win & 1 nomination,45.0,Actress,Aleksa Palladino,1,4
6 win & 16 nomination,104.0,Actor,David Dencik,16,6
3 win & 10 nomination,148.0,Actor,Gabino Diego,10,3
6 win & 7 nomination,112.0,Actor,Niels Arestrup,7,6
"nominated 2 primetime emmys, another 4 win & 5 nomination",184.0,Actress,Cheryl Hines,7,4
none,105.0,Actor,"Shafi Inamdar
(1945–1996)",0,0
2 win & 7 nomination,64.0,Actor,"Trevor Morgan
(I)",7,2
5 win & 2 nomination,69.0,Actor,Sean Patrick Thomas,2,5
1 win,19.0,Actor,"Justin Pierce
(I)
(1975–2000)",0,1
none,183.0,Actor,Satish Shah,0,0
none,128.0,Actor,"Raj Kiran
(I)",0,0
5 win & 20 nomination,108.0,Actor,Albert Dupontel,20,5
none,50.0,Actress,Serinda Swan,0,0
9 win & 13 nomination,220.0,Actress,Melissa Joan Hart,13,9
2 win & 7 nomination,43.0,Actor,Nick Damici,7,2
none,20.0,Actor,Sang-kyung Kim,0,0
1 win,29.0,Actress,Willa Holland,0,1
6 win & 4 nomination,28.0,Actress,Dina Korzun,4,6
4 win & 8 nomination,264.0,Music Department,"Coolio
(I)",8,4
5 win & 5 nomination,69.0,Actor,"Andrew Scott
(I)",5,5
6 win,80.0,Actor,Ryo Ishibashi,0,6
1 win & 1 nomination,35.0,Actor,"Johnny Flynn
(III)",1,1
"won 2 oscars, another 41 win & 44 nomination",420.0,Soundtrack,Barbra Streisand,44,43
none,347.0,Actor,Takahiro Sakurai,0,0
2 win,103.0,Actor,Burt Ward,0,2
1 nomination,85.0,Actor,"Billy Burke
(I)",1,0
4 win & 4 nomination,204.0,Actress,Hema Malini,4,4
11 win & 4 nomination,123.0,Actress,Josephine Siao,4,11
3 win & 6 nomination,90.0,Actor,Jonathan Lipnicki,6,3
1 win & 1 nomination,127.0,Actor,"Prabhu
(I)",1,1
2 win & 2 nomination,55.0,Actor,Joe Absolom,2,2
4 win & 2 nomination,26.0,Actress,Samara Weaving,2,4
"nominated 1 primetime emmy, another 10 win & 26 nomination",149.0,Actress,Tiffany Haddish,27,10
"nominated 2 primetime emmys, another 2 win & 2 nomination",312.0,Actor,"Lloyd Bridges
(I)
(1913–1998)",4,2
